"","chr","coordinate","strand"
"9195","chr3R",27265040,"+"
"9196","chr3R",27278810,"+"
"9197","chr3R",27286174,"-"
"9198","chr3R",27292597,"+"
"9199","chr3R",27333507,"-"
"9200","chr3R",27340827,"+"
"9201","chr3R",27340887,"+"
"9202","chr3R",27353290,"-"
"9203","chr3R",27380448,"+"
"9204","chr3R",27408498,"+"
"9205","chr3R",27409734,"+"
"9206","chr3R",27444580,"-"
"9207","chr3R",27484219,"-"
"9208","chr3R",27492487,"+"
"9209","chr3R",27514030,"+"
"9210","chr3R",27514074,"+"
"9211","chr3R",27519643,"+"
"9212","chr3R",27546266,"+"
"9213","chr3R",27559066,"-"
"9214","chr3R",27610321,"+"
"9215","chr3R",27619530,"-"
"9216","chr3R",27621263,"+"
"9217","chr3R",27642436,"+"
"9218","chr3R",27683402,"+"
"9219","chr3R",27683733,"-"
"9220","chr3R",27704717,"-"
"9221","chr3R",27721060,"-"
"9222","chr3R",27742387,"-"
"9223","chr3R",27744884,"+"
"9224","chr3R",27814570,"+"
"9225","chr3R",27827630,"-"
"9226","chr3R",27854502,"+"
"9227","chr3R",27862294,"+"
"9228","chr3R",27863072,"-"
"9229","chr3R",27867990,"-"
"9230","chr3R",27885037,"+"
"9231","chr3R",27892963,"+"
"9232","chr3R",27904020,"-"
"9233","chr3R",27907321,"-"
"9234","chr3R",27910754,"-"
"9235","chr3R",27937123,"-"
"9236","chr3R",27950960,"+"
"9237","chr3R",27993956,"+"
"9238","chr3R",28014362,"-"
"9239","chr3R",28020662,"-"
"9240","chr3R",28059907,"+"
"9241","chr3R",28060088,"-"
"9242","chr3R",28123304,"+"
"9243","chr3R",28123331,"-"
"9244","chr3R",28138345,"-"
"9245","chr3R",28147611,"+"
"9246","chr3R",28157719,"-"
"9247","chr3R",28160254,"-"
"9248","chr3R",28161798,"-"
"9249","chr3R",28177287,"+"
"9250","chr3R",28180302,"+"
"9251","chr3R",28191652,"+"
"9252","chr3R",28206689,"+"
"9253","chr3R",28215412,"-"
"9254","chr3R",28215619,"-"
"9255","chr3R",28228139,"-"
"9256","chr3R",28251219,"+"
"9257","chr3R",28253419,"+"
"9258","chr3R",28269638,"+"
"9259","chr3R",28270141,"+"
"9260","chr3R",28273232,"+"
"9261","chr3R",28278732,"+"
"9262","chr3R",28280020,"+"
"9263","chr3R",28304371,"-"
"9264","chr3R",28312358,"+"
"9265","chr3R",28324553,"-"
"9266","chr3R",28326055,"-"
"9267","chr3R",28336918,"+"
"9268","chr3R",28341989,"-"
"9269","chr3R",28355417,"+"
"9270","chr3R",28364942,"-"
"9271","chr3R",28368470,"+"
"9272","chr3R",28372736,"+"
"9273","chr3R",28372961,"+"
"9274","chr3R",28376528,"-"
"9275","chr3R",28386437,"-"
"9276","chr3R",28397419,"+"
"9277","chr3R",28397422,"+"
"9278","chr3R",28456404,"+"
"9279","chr3R",28462841,"-"
"9280","chr3R",28485671,"+"
"9281","chr3R",28511404,"-"
"9282","chr3R",28534303,"+"
"9283","chr3R",28541095,"+"
"9284","chr3R",28549488,"-"
"9285","chr3R",28558961,"-"
"9286","chr3R",28575952,"-"
"9287","chr3R",28580813,"+"
"9288","chr3R",28589227,"+"
"9289","chr3R",28590998,"+"
"9290","chr3R",28595740,"+"
"9291","chr3R",28608189,"-"
"9292","chr3R",28624534,"+"
"9293","chr3R",28628941,"+"
"9294","chr3R",28633566,"+"
"9295","chr3R",28683904,"+"
"9296","chr3R",28705774,"-"
"9297","chr3R",28723257,"+"
"9298","chr3R",28751046,"+"
"9299","chr3R",28761784,"+"
"9300","chr3R",28772144,"+"
"9301","chr3R",28812311,"+"
"9302","chr3R",28815119,"+"
"9303","chr3R",28823828,"-"
"9304","chr3R",28851308,"+"
"9305","chr3R",28861839,"-"
"9306","chr3R",28895885,"+"
"9307","chr3R",28931621,"+"
"9308","chr3R",28933217,"+"
"9309","chr3R",28937867,"-"
"9310","chr3R",28945849,"-"
"9311","chr3R",28952797,"+"
"9312","chr3R",28961793,"-"
"9313","chr3R",28972321,"+"
"9314","chr3R",28978173,"-"
"9315","chr3R",29010935,"-"
"9316","chr3R",29013393,"+"
"9317","chr3R",29022653,"+"
"9318","chr3R",29068078,"-"
"9319","chr3R",29075127,"+"
"9320","chr3R",29080459,"+"
"9321","chr3R",29082279,"-"
"9322","chr3R",29083977,"+"
"9323","chr3R",29120665,"-"
"9324","chr3R",29128296,"-"
"9325","chr3R",29130890,"+"
"9326","chr3R",29170574,"+"
"9327","chr3R",29173051,"-"
"9328","chr3R",29196470,"+"
"9329","chr3R",29196900,"+"
"9330","chr3R",29201889,"+"
"9331","chr3R",29216736,"+"
"9332","chr3R",29237355,"+"
"9333","chr3R",29251316,"-"
"9334","chr3R",29254535,"+"
"9335","chr3R",29256460,"+"
"9336","chr3R",29264234,"-"
"9337","chr3R",29284912,"-"
"9338","chr3R",29290042,"+"
"9339","chr3R",29308117,"-"
"9340","chr3R",29311822,"+"
"9341","chr3R",29314850,"+"
"9342","chr3R",29319185,"-"
"9343","chr3R",29327554,"+"
"9344","chr3R",29374463,"+"
"9345","chr3R",29378084,"+"
"9346","chr3R",29389761,"-"
"9347","chr3R",29401480,"-"
"9348","chr3R",29417138,"+"
"9349","chr3R",29417948,"-"
"9350","chr3R",29423563,"-"
"9351","chr3R",29428120,"-"
"9352","chr3R",29431166,"+"
"9353","chr3R",29435943,"+"
"9354","chr3R",29439199,"-"
"9355","chr3R",29442087,"+"
"9356","chr3R",29445757,"-"
"9357","chr3R",29457640,"+"
"9358","chr3R",29460008,"-"
"9359","chr3R",29475207,"+"
"9360","chr3R",29475793,"+"
"9361","chr3R",29525520,"-"
"9362","chr3R",29544695,"-"
"9363","chr3R",29564359,"+"
"9364","chr3R",29600199,"-"
"9365","chr3R",29601770,"-"
"9366","chr3R",29601890,"+"
"9367","chr3R",29612182,"+"
"9368","chr3R",29617724,"-"
"9369","chr3R",29634834,"-"
"9370","chr3R",29641860,"+"
"9371","chr3R",29660184,"+"
"9372","chr3R",29662553,"-"
"9373","chr3R",29679959,"+"
"9374","chr3R",29753091,"-"
"9375","chr3R",29781772,"-"
"9376","chr3R",29807145,"-"
"9377","chr3R",29864284,"-"
"9378","chr3R",29885123,"+"
"9379","chr3R",29918080,"+"
"9380","chr3R",29920397,"+"
"9381","chr3R",29951406,"+"
"9382","chr3R",29980235,"+"
"9383","chr3R",29990283,"-"
"9384","chr3R",30008922,"-"
"9385","chr3R",30009208,"+"
"9386","chr3R",30023078,"+"
"9387","chr3R",30023109,"+"
"9388","chr3R",30034784,"-"
"9389","chr3R",30041404,"+"
"9390","chr3R",30081853,"+"
"9391","chr3R",30090828,"-"
"9392","chr3R",30094242,"+"
"9393","chr3R",30107356,"-"
"9394","chr3R",30116207,"-"
"9395","chr3R",30116628,"+"
"9396","chr3R",30118276,"+"
"9397","chr3R",30121409,"+"
"9398","chr3R",30125038,"+"
"9399","chr3R",30127027,"-"
"9400","chr3R",30141092,"-"
"9401","chr3R",30186688,"-"
"9402","chr3R",30231163,"+"
"9403","chr3R",30233097,"+"
"9404","chr3R",30249845,"-"
"9405","chr3R",30257973,"-"
"9406","chr3R",30266290,"-"
"9407","chr3R",30299000,"-"
"9408","chr3R",30311701,"-"
"9409","chr3R",30317653,"-"
"9410","chr3R",30325557,"+"
"9411","chr3R",30387381,"-"
"9412","chr3R",30391370,"-"
"9413","chr3R",30395503,"-"
"9414","chr3R",30399299,"-"
"9415","chr3R",30444224,"-"
"9416","chr3R",30452242,"-"
"9417","chr3R",30483792,"-"
"9418","chr3R",30495214,"+"
"9419","chr3R",30496835,"+"
"9420","chr3R",30511033,"+"
"9421","chr3R",30536033,"-"
"9422","chr3R",30562086,"+"
"9423","chr3R",30575781,"+"
"9424","chr3R",30615973,"-"
"9425","chr3R",30620701,"-"
"9426","chr3R",30631229,"+"
"9427","chr3R",30641074,"+"
"9428","chr3R",30674692,"+"
"9429","chr3R",30677202,"+"
"9430","chr3R",30689741,"-"
"9431","chr3R",30693551,"+"
"9432","chr3R",30719764,"+"
"9433","chr3R",30733971,"-"
"9434","chr3R",30739079,"-"
"9435","chr3R",30755164,"-"
"9436","chr3R",30756462,"+"
"9437","chr3R",30759128,"+"
"9438","chr3R",30766721,"+"
"9439","chr3R",30768983,"+"
"9440","chr3R",30799962,"+"
"9441","chr3R",30811511,"-"
"9442","chr3R",30812531,"-"
"9443","chr3R",30814377,"+"
"9444","chr3R",30836020,"-"
"9445","chr3R",30843576,"-"
"9446","chr3R",30846430,"-"
"9447","chr3R",30849433,"+"
"9448","chr3R",30855473,"-"
"9449","chr3R",30871532,"+"
"9450","chr3R",30882604,"+"
"9451","chr3R",30892553,"+"
"9452","chr3R",30905503,"-"
"9453","chr3R",30907253,"-"
"9454","chr3R",30927410,"+"
"9455","chr3R",30940152,"-"
"9456","chr3R",30940347,"-"
"9457","chr3R",31003129,"+"
"9458","chr3R",31004916,"-"
"9459","chr3R",31034947,"+"
"9460","chr3R",31041280,"-"
"9461","chr3R",31057046,"+"
"9462","chr3R",31078216,"-"
"9463","chr3R",31089214,"-"
"9464","chr3R",31153158,"+"
"9465","chr3R",31153430,"+"
"9466","chr3R",31153441,"+"
"9467","chr3R",31157525,"+"
"9468","chr3R",31199709,"-"
"9469","chr3R",31223585,"+"
"9470","chr3R",31228668,"-"
"9471","chr3R",31276006,"+"
"9472","chr3R",31288751,"-"
"9473","chr3R",31299332,"+"
"9474","chr3R",31300763,"+"
"9475","chr3R",31337718,"+"
"9476","chr3R",31353959,"-"
"9477","chr3R",31361545,"+"
"9478","chr3R",31399092,"-"
"9479","chr3R",31406432,"-"
"9480","chr3R",31406616,"-"
"9481","chr3R",31409186,"-"
"9482","chr3R",31422677,"-"
"9483","chr3R",31436169,"+"
"9484","chr3R",31442799,"+"
"9485","chr3R",31469214,"+"
"9486","chr3R",31483296,"-"
"9487","chr3R",31484858,"-"
"9488","chr3R",31491038,"-"
"9489","chr3R",31496416,"-"
"9490","chr3R",31516471,"+"
"9491","chr3R",31521550,"+"
"9492","chr3R",31535071,"+"
"9493","chr3R",31560581,"-"
"9494","chr3R",31574157,"-"
"9495","chr3R",31585465,"+"
"9496","chr3R",31627513,"+"
"9497","chr3R",31632257,"-"
"9498","chr3R",31647435,"+"
"9499","chr3R",31647806,"+"
"9500","chr3R",31696519,"-"
"9501","chr3R",31704277,"-"
"9502","chr3R",31753368,"+"
"9503","chr3R",31757224,"+"
"9504","chr3R",31779108,"-"
"9505","chr3R",31795059,"+"
"9506","chr3R",31834574,"-"
"9507","chr3R",31841550,"+"
"9508","chr3R",31853437,"-"
"9509","chr3R",31858146,"+"
"9510","chr3R",31860785,"-"
"9511","chr3R",31861801,"+"
"9512","chr3R",31871238,"+"
"9513","chr3R",31874997,"-"
"9514","chr3R",31880302,"-"
"9515","chr3R",31883557,"+"
"9516","chr3R",31883828,"+"
"9517","chr3R",31886712,"-"
"9518","chr3R",31887022,"-"
"9519","chr3R",31888783,"-"
"9520","chr3R",31891119,"+"
"9521","chr3R",31891479,"-"
"9522","chr3R",31896311,"+"
"9523","chr3R",31899194,"+"
"9524","chr3R",31899411,"+"
"9525","chr3R",31935506,"-"
"9526","chr3R",31938192,"+"
"9527","chr3R",31940627,"+"
"9528","chr3R",31942575,"-"
"9529","chr3R",31944393,"-"
"9530","chr3R",31944917,"-"
"9531","chr3R",31979044,"-"
"9532","chr3R",31983142,"+"
"9533","chr3R",31987082,"+"
"9534","chr3R",32010294,"+"
"9535","chr3R",32015513,"-"
"9536","chr3R",32016027,"+"
"9537","chr3R",32021245,"+"
"9538","chr3R",32033564,"+"
"9539","chr3R",32044476,"-"
"9540","chr3R",32047041,"-"
"9541","chr3R",32049585,"-"
"9542","chr3R",32076298,"-"
"9543","chr4",16285,"-"
"9544","chr4",42600,"-"
"9545","chr4",54800,"+"
"9546","chr4",60833,"-"
"9547","chr4",61624,"+"
"9548","chr4",72593,"+"
"9549","chr4",73683,"-"
"9550","chr4",80220,"-"
"9551","chr4",93343,"-"
"9552","chr4",94715,"+"
"9553","chr4",99393,"-"
"9554","chr4",109341,"+"
"9555","chr4",136087,"+"
"9556","chr4",158645,"-"
"9557","chr4",170533,"-"
"9558","chr4",176735,"-"
"9559","chr4",191622,"-"
"9560","chr4",198655,"-"
"9561","chr4",206430,"+"
"9562","chr4",214395,"+"
"9563","chr4",226317,"-"
"9564","chr4",236803,"-"
"9565","chr4",255314,"-"
"9566","chr4",255481,"+"
"9567","chr4",273260,"-"
"9568","chr4",284774,"-"
"9569","chr4",288523,"-"
"9570","chr4",290277,"+"
"9571","chr4",321916,"+"
"9572","chr4",322518,"+"
"9573","chr4",345045,"+"
"9574","chr4",367800,"-"
"9575","chr4",382316,"-"
"9576","chr4",387185,"-"
"9577","chr4",390482,"-"
"9578","chr4",392475,"-"
"9579","chr4",408565,"+"
"9580","chr4",437076,"+"
"9581","chr4",444147,"+"
"9582","chr4",444566,"-"
"9583","chr4",476158,"+"
"9584","chr4",477102,"+"
"9585","chr4",478826,"-"
"9586","chr4",506678,"+"
"9587","chr4",518847,"+"
"9588","chr4",535186,"-"
"9589","chr4",548925,"+"
"9590","chr4",554184,"-"
"9591","chr4",561149,"-"
"9592","chr4",562047,"+"
"9593","chr4",574964,"-"
"9594","chr4",576560,"+"
"9595","chr4",582625,"+"
"9596","chr4",584548,"+"
"9597","chr4",588785,"-"
"9598","chr4",612333,"-"
"9599","chr4",655394,"-"
"9600","chr4",657287,"-"
"9601","chr4",690227,"+"
"9602","chr4",691573,"-"
"9603","chr4",703208,"+"
"9604","chr4",719272,"+"
"9605","chr4",725848,"+"
"9606","chr4",728128,"-"
"9607","chr4",755386,"+"
"9608","chr4",783555,"-"
"9609","chr4",784506,"-"
"9610","chr4",819396,"-"
"9611","chr4",828176,"+"
"9612","chr4",828179,"-"
"9613","chr4",832999,"-"
"9614","chr4",841984,"-"
"9615","chr4",847741,"-"
"9616","chr4",857857,"+"
"9617","chr4",861162,"-"
"9618","chr4",861299,"-"
"9619","chr4",868022,"+"
"9620","chr4",868999,"+"
"9621","chr4",881769,"+"
"9622","chr4",898973,"+"
"9623","chr4",901480,"-"
"9624","chr4",903529,"+"
"9625","chr4",919714,"-"
"9626","chr4",926247,"-"
"9627","chr4",937534,"+"
"9628","chr4",937675,"+"
"9629","chr4",948388,"+"
"9630","chr4",951062,"-"
"9631","chr4",959760,"-"
"9632","chr4",978672,"+"
"9633","chr4",979151,"-"
"9634","chr4",979174,"-"
"9635","chr4",979176,"-"
"9636","chr4",979180,"-"
"9637","chr4",979182,"-"
"9638","chr4",985411,"+"
"9639","chr4",986555,"-"
"9640","chr4",1022916,"+"
"9641","chr4",1038726,"+"
"9642","chr4",1045618,"+"
"9643","chr4",1068804,"+"
"9644","chr4",1084025,"-"
"9645","chr4",1088116,"-"
"9646","chr4",1093651,"+"
"9647","chr4",1101167,"+"
"9648","chr4",1142005,"-"
"9649","chr4",1143376,"+"
"9650","chr4",1160090,"-"
"9651","chr4",1175059,"-"
"9652","chr4",1254068,"+"
"9653","chr4",1261625,"+"
"9654","chr4",1279048,"+"
"9655","chrM",784,"+"
"9656","chrM",1739,"+"
"9657","chrM",2119,"-"
"9658","chrM",2142,"+"
"9659","chrM",3034,"+"
"9660","chrM",3848,"+"
"9661","chrM",4011,"+"
"9662","chrM",4021,"+"
"9663","chrM",5626,"+"
"9664","chrM",5702,"+"
"9665","chrM",5936,"+"
"9666","chrM",6266,"-"
"9667","chrM",6471,"+"
"9668","chrM",6496,"+"
"9669","chrM",7321,"-"
"9670","chrM",7352,"-"
"9671","chrM",7676,"+"
"9672","chrM",10225,"-"
"9673","chrM",10530,"-"
"9674","chrM",11127,"-"
"9675","chrM",11851,"+"
"9676","chrM",11916,"+"
"9677","chrM",13690,"-"
"9678","chrX",21399,"+"
"9679","chrX",31476,"+"
"9680","chrX",37424,"-"
"9681","chrX",39103,"+"
"9682","chrX",47701,"+"
"9683","chrX",73227,"-"
"9684","chrX",98122,"-"
"9685","chrX",99657,"+"
"9686","chrX",100529,"-"
"9687","chrX",101759,"-"
"9688","chrX",102013,"+"
"9689","chrX",103093,"+"
"9690","chrX",103167,"+"
"9691","chrX",103600,"-"
"9692","chrX",104088,"-"
"9693","chrX",105365,"+"
"9694","chrX",106007,"+"
"9695","chrX",246465,"+"
"9696","chrX",285998,"+"
"9697","chrX",312351,"-"
"9698","chrX",333235,"-"
"9699","chrX",346985,"+"
"9700","chrX",372043,"+"
"9701","chrX",390658,"-"
"9702","chrX",457449,"+"
"9703","chrX",525165,"+"
"9704","chrX",598197,"+"
"9705","chrX",618677,"+"
"9706","chrX",747408,"+"
"9707","chrX",835235,"-"
"9708","chrX",891077,"+"
"9709","chrX",987100,"-"
"9710","chrX",1085078,"-"
"9711","chrX",1129638,"+"
"9712","chrX",1144965,"+"
"9713","chrX",1151957,"-"
"9714","chrX",1152495,"+"
"9715","chrX",1200518,"-"
"9716","chrX",1458496,"+"
"9717","chrX",1654808,"-"
"9718","chrX",1749369,"+"
"9719","chrX",2082403,"-"
"9720","chrX",2525104,"+"
"9721","chrX",2526618,"+"
"9722","chrX",2692900,"-"
"9723","chrX",2739403,"-"
"9724","chrX",2826910,"-"
"9725","chrX",2827156,"-"
"9726","chrX",2834333,"-"
"9727","chrX",2838116,"+"
"9728","chrX",2858140,"+"
"9729","chrX",2938610,"+"
"9730","chrX",3062601,"-"
"9731","chrX",3104014,"-"
"9732","chrX",3112971,"-"
"9733","chrX",3138764,"-"
"9734","chrX",3173969,"-"
"9735","chrX",3199766,"+"
"9736","chrX",3214048,"-"
"9737","chrX",3230973,"+"
"9738","chrX",3237190,"+"
"9739","chrX",3254485,"-"
"9740","chrX",3280741,"+"
"9741","chrX",3381523,"-"
"9742","chrX",3394577,"-"
"9743","chrX",3528858,"-"
"9744","chrX",3574183,"-"
"9745","chrX",3690687,"-"
"9746","chrX",3713096,"-"
"9747","chrX",3758680,"-"
"9748","chrX",3759496,"-"
"9749","chrX",3860114,"+"
"9750","chrX",3904989,"-"
"9751","chrX",3932644,"+"
"9752","chrX",4052995,"-"
"9753","chrX",4058256,"+"
"9754","chrX",4121560,"+"
"9755","chrX",4145434,"-"
"9756","chrX",4236215,"+"
"9757","chrX",4236275,"-"
"9758","chrX",4272978,"-"
"9759","chrX",4335639,"-"
"9760","chrX",4367847,"+"
"9761","chrX",4367897,"-"
"9762","chrX",4367903,"-"
"9763","chrX",4368976,"+"
"9764","chrX",4410660,"-"
"9765","chrX",4442450,"-"
"9766","chrX",4458552,"-"
"9767","chrX",4467251,"-"
"9768","chrX",4491798,"+"
"9769","chrX",4566520,"-"
"9770","chrX",4622680,"+"
"9771","chrX",4673211,"+"
"9772","chrX",4898399,"-"
"9773","chrX",4922727,"-"
"9774","chrX",4929740,"-"
"9775","chrX",4960227,"-"
"9776","chrX",4985000,"-"
"9777","chrX",5043930,"-"
"9778","chrX",5071094,"-"
"9779","chrX",5164072,"+"
"9780","chrX",5169889,"+"
"9781","chrX",5178481,"-"
"9782","chrX",5190051,"-"
"9783","chrX",5194754,"-"
"9784","chrX",5194756,"-"
"9785","chrX",5194764,"-"
"9786","chrX",5194766,"-"
"9787","chrX",5200044,"-"
"9788","chrX",5234095,"-"
"9789","chrX",5256700,"-"
"9790","chrX",5300006,"+"
"9791","chrX",5350857,"-"
"9792","chrX",5505257,"-"
"9793","chrX",5672239,"-"
"9794","chrX",5832275,"-"
"9795","chrX",5940296,"+"
"9796","chrX",5979347,"+"
"9797","chrX",6032161,"+"
"9798","chrX",6144848,"+"
"9799","chrX",6328382,"-"
"9800","chrX",6420318,"+"
"9801","chrX",6449701,"-"
"9802","chrX",6901293,"-"
"9803","chrX",6934916,"-"
"9804","chrX",7008772,"+"
"9805","chrX",7038330,"-"
"9806","chrX",7094374,"+"
"9807","chrX",7109758,"-"
"9808","chrX",7116635,"-"
"9809","chrX",7116995,"-"
"9810","chrX",7203193,"+"
"9811","chrX",7208885,"+"
"9812","chrX",7250683,"+"
"9813","chrX",7260328,"+"
"9814","chrX",7303246,"-"
"9815","chrX",7373958,"-"
"9816","chrX",7401780,"+"
"9817","chrX",7406216,"+"
"9818","chrX",7418700,"+"
"9819","chrX",7420923,"+"
"9820","chrX",7453126,"-"
"9821","chrX",7487849,"+"
"9822","chrX",7542118,"+"
"9823","chrX",7583097,"-"
"9824","chrX",7590926,"+"
"9825","chrX",7597738,"-"
"9826","chrX",7677004,"+"
"9827","chrX",7711654,"+"
"9828","chrX",7839301,"+"
"9829","chrX",7951972,"-"
"9830","chrX",7970531,"-"
"9831","chrX",8201394,"+"
"9832","chrX",8327471,"+"
"9833","chrX",8330271,"+"
"9834","chrX",8695337,"-"
"9835","chrX",8760260,"+"
"9836","chrX",8771920,"+"
"9837","chrX",8790819,"-"
"9838","chrX",8815178,"+"
"9839","chrX",8871692,"+"
"9840","chrX",9189705,"+"
"9841","chrX",9190847,"+"
"9842","chrX",9190849,"+"
"9843","chrX",9190855,"+"
"9844","chrX",9190859,"+"
"9845","chrX",9190861,"+"
"9846","chrX",9516361,"+"
"9847","chrX",9571348,"+"
"9848","chrX",9647501,"-"
"9849","chrX",9799500,"-"
"9850","chrX",9801373,"-"
"9851","chrX",9842482,"+"
"9852","chrX",9997172,"-"
"9853","chrX",10045521,"-"
"9854","chrX",10134742,"-"
"9855","chrX",10179434,"-"
"9856","chrX",10315370,"+"
"9857","chrX",10322035,"+"
"9858","chrX",10667248,"-"
"9859","chrX",10945533,"-"
"9860","chrX",10990311,"+"
"9861","chrX",11029598,"-"
"9862","chrX",11106103,"+"
"9863","chrX",11255669,"-"
"9864","chrX",11258508,"-"
"9865","chrX",11351007,"-"
"9866","chrX",11411979,"+"
"9867","chrX",11433832,"-"
"9868","chrX",11554470,"-"
"9869","chrX",11642852,"-"
"9870","chrX",11652052,"+"
"9871","chrX",11667725,"+"
"9872","chrX",11774169,"-"
"9873","chrX",12027907,"-"
"9874","chrX",12064287,"+"
"9875","chrX",12137545,"+"
"9876","chrX",12141427,"+"
"9877","chrX",12195810,"+"
"9878","chrX",12239182,"-"
"9879","chrX",12242653,"-"
"9880","chrX",12452667,"-"
"9881","chrX",12452761,"-"
"9882","chrX",12707210,"+"
"9883","chrX",12858933,"+"
"9884","chrX",12863153,"-"
"9885","chrX",12865421,"-"
"9886","chrX",12931827,"-"
"9887","chrX",12965417,"-"
"9888","chrX",12980534,"-"
"9889","chrX",13052258,"-"
"9890","chrX",13059059,"-"
"9891","chrX",13090650,"+"
"9892","chrX",13093191,"+"
"9893","chrX",13137443,"-"
"9894","chrX",13229363,"-"
"9895","chrX",13309085,"-"
"9896","chrX",13372645,"+"
"9897","chrX",13421604,"-"
"9898","chrX",13466623,"+"
"9899","chrX",13491196,"-"
"9900","chrX",13519779,"-"
"9901","chrX",13587213,"-"
"9902","chrX",13601867,"+"
"9903","chrX",13639318,"+"
"9904","chrX",13786917,"+"
"9905","chrX",13860542,"-"
"9906","chrX",13954975,"-"
"9907","chrX",14074635,"+"
"9908","chrX",14089516,"+"
"9909","chrX",14089846,"+"
"9910","chrX",14105351,"-"
"9911","chrX",14131267,"-"
"9912","chrX",14136578,"+"
"9913","chrX",14145842,"-"
"9914","chrX",14164679,"+"
"9915","chrX",14178611,"+"
"9916","chrX",14217860,"+"
"9917","chrX",14269570,"-"
"9918","chrX",14298250,"-"
"9919","chrX",14325098,"+"
"9920","chrX",14342907,"+"
"9921","chrX",14367191,"+"
"9922","chrX",14367268,"-"
"9923","chrX",14367885,"+"
"9924","chrX",14477940,"-"
"9925","chrX",14482728,"-"
"9926","chrX",14485567,"+"
"9927","chrX",14488841,"-"
"9928","chrX",14501827,"+"
"9929","chrX",14534131,"+"
"9930","chrX",14605824,"-"
"9931","chrX",14606186,"-"
"9932","chrX",14608539,"-"
"9933","chrX",14633892,"-"
"9934","chrX",14722560,"-"
"9935","chrX",14726719,"-"
"9936","chrX",14733096,"-"
"9937","chrX",14771347,"+"
"9938","chrX",14771523,"+"
"9939","chrX",14772197,"-"
"9940","chrX",14778009,"-"
"9941","chrX",14875863,"-"
"9942","chrX",14940061,"+"
"9943","chrX",15044205,"+"
"9944","chrX",15130610,"+"
"9945","chrX",15162848,"-"
"9946","chrX",15172093,"+"
"9947","chrX",15223914,"-"
"9948","chrX",15259383,"+"
"9949","chrX",15259713,"+"
"9950","chrX",15281759,"-"
"9951","chrX",15293709,"+"
"9952","chrX",15321598,"+"
"9953","chrX",15491199,"-"
"9954","chrX",15535512,"-"
"9955","chrX",15540982,"-"
"9956","chrX",15633928,"+"
"9957","chrX",15650009,"-"
"9958","chrX",15674312,"+"
"9959","chrX",16037761,"-"
"9960","chrX",16131324,"-"
"9961","chrX",16147709,"-"
"9962","chrX",16181355,"-"
"9963","chrX",16216669,"+"
"9964","chrX",16428988,"-"
"9965","chrX",16463640,"+"
"9966","chrX",16548487,"-"
"9967","chrX",16549339,"-"
"9968","chrX",16704684,"-"
"9969","chrX",16741733,"+"
"9970","chrX",16747007,"-"
"9971","chrX",16877415,"+"
"9972","chrX",16997169,"+"
"9973","chrX",17050723,"-"
"9974","chrX",17164864,"-"
"9975","chrX",17190670,"+"
"9976","chrX",17192931,"+"
"9977","chrX",17225591,"-"
"9978","chrX",17243450,"-"
"9979","chrX",17257440,"+"
"9980","chrX",17285831,"-"
"9981","chrX",17430361,"-"
"9982","chrX",17450291,"-"
"9983","chrX",17508238,"-"
"9984","chrX",17526107,"-"
"9985","chrX",17631474,"+"
"9986","chrX",17674848,"-"
"9987","chrX",17705781,"-"
"9988","chrX",17754904,"-"
"9989","chrX",17887903,"+"
"9990","chrX",17927092,"-"
"9991","chrX",17955473,"-"
"9992","chrX",17963791,"-"
"9993","chrX",17978074,"+"
"9994","chrX",18007679,"-"
"9995","chrX",18009677,"-"
"9996","chrX",18011176,"-"
"9997","chrX",18031971,"-"
"9998","chrX",18044382,"+"
"9999","chrX",18111844,"-"
"10000","chrX",18177053,"+"
"10001","chrX",18308939,"-"
"10002","chrX",18433398,"+"
"10003","chrX",18534193,"-"
"10004","chrX",18536992,"-"
"10005","chrX",18595694,"+"
"10006","chrX",18770715,"+"
"10007","chrX",18864185,"-"
"10008","chrX",18921554,"-"
"10009","chrX",18931194,"-"
"10010","chrX",18947594,"+"
"10011","chrX",18950307,"+"
"10012","chrX",18957207,"+"
"10013","chrX",18960558,"-"
"10014","chrX",19091586,"-"
"10015","chrX",19141409,"+"
