chr,coordinate,strand,IPD_ratio,frac,fracLow,fracUp
Chr5,9710566,+,1.77,0.481,0.329,0.623
Chr5,9711500,-,7.84,1,0.82,1
Chr5,9721411,+,11.92,0.994,0.976,1
Chr5,9732573,-,3.81,0.982,0.753,1
Chr5,9733368,-,2.84,1,0.775,1
Chr5,9743217,-,2.86,1,0.802,1
Chr5,9744956,-,1.65,0.22,0.071,0.364
Chr5,9746659,-,2.27,0.955,0.701,1
Chr5,9747136,+,4.29,1,1,1
Chr5,9747511,-,8.5,1,0.952,1
Chr5,9762524,-,3.08,0.952,0.704,1
Chr5,9763507,-,4.01,0.994,0.939,1
Chr5,9765817,+,2.75,0.999,0.821,1
Chr5,9772899,+,3.4,0.997,0.983,1
Chr5,9781625,-,3.89,1,0.983,1
Chr5,9783020,+,4.83,1,1,1
Chr5,9783909,+,5.66,1,1,1
Chr5,9787856,-,3.54,1,0.789,1
Chr5,9788363,+,4.25,0.991,0.951,1
Chr5,9788664,+,5.05,0.991,0.845,1
Chr5,9797384,-,4.77,1,0.865,1
Chr5,9801208,+,2.82,1,0.984,1
Chr5,9811870,+,3.18,1,0.924,1
Chr5,9812284,+,3.32,1,0.857,1
Chr5,9814726,-,3.63,0.519,0.402,0.673
Chr5,9814739,+,2.39,1,1,1
Chr5,9822198,-,3.39,0.996,0.989,1
Chr5,9832239,+,5.97,0.981,0.96,1
Chr5,9832359,+,4.08,1,0.949,1
Chr5,9839759,-,2.43,1,0.898,1
Chr5,9840167,-,4.19,1,0.834,1
Chr5,9841033,-,2.63,0.995,0.992,1
Chr5,9848198,+,3.19,0.976,0.721,1
Chr5,9862465,-,1.64,0.625,0.456,0.743
Chr5,9862987,+,3.6,1,0.733,1
Chr5,9863960,+,4.33,0.98,0.961,1
Chr5,9871169,+,8.99,1,0.823,1
Chr5,9880339,+,4.95,1,0.881,1
Chr5,9880491,-,4.63,0.994,0.871,0.997
Chr5,9880602,+,3.12,1,0.858,1
Chr5,9890678,+,6.24,1,0.869,1
Chr5,9892741,-,6.84,1,0.917,1
Chr5,9893971,+,4.24,0.999,0.93,1
Chr5,9896136,+,3.52,1,1,1
Chr5,9938147,-,2.41,1,0.801,1
Chr5,9940754,-,4.76,0.997,0.872,1
Chr5,9948896,-,3.33,1,0.984,1
Chr5,9949328,-,1.71,0.998,0.758,0.999
Chr5,9950962,+,3.86,0.988,0.788,1
Chr5,9951886,-,3.8,1,0.852,1
Chr5,9954543,-,4.2,1,0.842,1
Chr5,9957245,-,3.71,0.992,0.824,1
Chr5,9971590,+,4.11,1,0.741,1
Chr5,9980784,+,5.26,1,0.844,1
Chr5,9983075,-,5.08,0.998,0.998,1
Chr5,9983604,-,1.52,0.093,0.025,0.251
Chr5,9996618,+,3.45,1,1,1
Chr5,10001827,-,3.42,0.998,0.808,1
Chr5,10003191,-,5.48,1,0.792,1
Chr5,10007134,-,5.49,1,0.907,1
Chr5,10016358,-,3.17,1,0.967,1
Chr5,10026964,+,2.63,1,0.712,1
Chr5,10030347,+,4.56,0.965,0.704,1
Chr5,10030771,+,3.92,1,0.985,1
Chr5,10054603,+,4.24,0.976,0.732,1
Chr5,10096959,+,2.81,1,0.759,1
Chr5,10097604,+,5.71,1,1,1
Chr5,10099322,+,12.92,0.996,0.95,1
Chr5,10100093,+,3.01,1,1,1
Chr5,10109792,+,2.08,0.736,0.612,0.881
Chr5,10110861,+,4.1,1,0.768,1
Chr5,10113389,+,7.7,1,1,1
Chr5,10113839,+,4.13,1,0.769,1
Chr5,10113923,+,3.26,1,0.85,1
Chr5,10114853,-,2.89,1,1,1
Chr5,10120598,-,3.84,1,0.804,1
Chr5,10125380,-,3.88,1,0.767,1
Chr5,10128359,+,3.69,1,0.965,1
Chr5,10129390,+,7.94,1,1,1
Chr5,10130127,+,2.53,0.991,0.815,1
Chr5,10132116,-,3.99,0.949,0.805,0.99
Chr5,10132808,-,4.72,1,0.902,1
Chr5,10133422,+,6.95,1,1,1
Chr5,10133668,-,4.55,1,0.736,1
Chr5,10140513,+,1.79,0.885,0.73,0.924
Chr5,10140743,+,3.18,1,0.741,1
Chr5,10145198,-,3.01,1,0.865,1
Chr5,10154126,+,2.67,0.825,0.668,0.938
Chr5,10158296,-,2.42,1,0.883,1
Chr5,10168171,-,4.87,0.999,0.759,1
Chr5,10169572,-,6.72,1,0.906,1
Chr5,10178579,+,5.39,0.985,0.799,1
Chr5,10178584,-,4.17,0.982,0.778,1
Chr5,10180377,+,4.2,0.975,0.776,1
Chr5,10217086,-,3.52,1,0.969,1
Chr5,10218289,-,2.9,1,0.941,1
Chr5,10219147,+,4.28,0.938,0.714,1
Chr5,10228265,+,2.94,0.978,0.734,1
Chr5,10230842,+,3.86,0.924,0.721,1
Chr5,10233143,+,4.6,1,0.87,1
Chr5,10234989,+,6.23,1,0.877,1
Chr5,10235777,-,4.87,1,0.955,1
Chr5,10242508,+,4.44,1,0.887,1
Chr5,10255527,+,6.44,1,0.779,1
Chr5,10257646,-,2.21,1,0.861,1
Chr5,10259140,-,4.4,1,0.866,1
Chr5,10259323,-,3.63,1,0.845,1
Chr5,10280150,+,6.95,0.966,0.767,1
Chr5,10280189,+,2.81,0.987,0.71,1
Chr5,10295846,-,3.8,0.982,0.734,1
Chr5,10301981,-,1.84,0.771,0.699,0.833
Chr5,10303618,+,4.66,0.996,0.77,1
Chr5,10352963,-,4.12,0.995,0.723,1
Chr5,10353974,+,6.89,1,1,1
Chr5,10353983,-,4.32,1,0.985,1
Chr5,10376290,+,6.43,1,1,1
Chr5,10383083,+,3.36,1,1,1
Chr5,10387363,+,3.84,1,0.789,1
Chr5,10397987,-,3.39,1,0.85,1
Chr5,10399114,+,6.16,1,0.902,1
Chr5,10399853,+,4.35,0.988,0.819,1
Chr5,10400327,-,3.26,0.973,0.947,1
Chr5,10402983,+,5,0.971,0.831,1
Chr5,10407964,-,3.15,1,0.81,1
Chr5,10408990,+,4.1,1,0.925,1
Chr5,10409668,+,5.93,1,0.972,1
Chr5,10410634,-,3.66,1,0.882,1
Chr5,10413998,+,2.67,0.996,0.745,0.998
Chr5,10414884,+,2.97,1,0.787,1
Chr5,10418113,+,3.74,0.947,0.723,1
Chr5,10425686,+,3.7,0.998,0.833,0.999
Chr5,10426102,+,5.71,1,0.815,1
Chr5,10426107,-,4.92,0.95,0.776,1
Chr5,10426363,+,2.71,0.988,0.937,0.994
Chr5,10428671,-,5.29,1,0.879,1
Chr5,10450833,+,2.55,1,0.772,1
Chr5,10451676,+,2.68,1,0.861,1
Chr5,10453917,+,3.09,1,0.815,1
Chr5,10457482,+,4.28,1,0.984,1
Chr5,10458756,-,4.42,0.994,0.891,1
Chr5,10463106,+,2.62,0.935,0.755,1
Chr5,10465411,+,3.64,1,0.851,1
Chr5,10466636,-,2.99,0.955,0.853,0.972
Chr5,10467587,+,7.25,1,0.94,1
Chr5,10472395,-,4.43,1,0.829,1
Chr5,10472569,-,4.7,0.935,0.725,1
Chr5,10476333,+,3.82,0.984,0.746,1
Chr5,10476540,-,3.21,1,0.757,1
Chr5,10476733,-,5.77,1,0.951,1
Chr5,10476736,+,5.92,0.965,0.715,0.991
Chr5,10477652,+,2.11,1,0.822,1
Chr5,10487916,+,3.8,0.994,0.803,1
Chr5,10497882,-,3.45,0.986,0.775,1
Chr5,10501381,-,3.13,1,0.788,1
Chr5,10512116,+,3.55,1,0.729,1
Chr5,10512606,-,3.96,0.985,0.764,1
Chr5,10518373,-,3.3,1,0.916,1
Chr5,10518654,-,3.29,0.95,0.731,1
Chr5,10519420,-,3.57,1,0.898,1
Chr5,10519909,+,2.61,1,0.833,1
Chr5,10526170,-,5.48,0.999,0.976,1
Chr5,10533937,-,5.86,1,1,1
Chr5,10536293,-,3.1,1,0.854,1
Chr5,10540867,-,12.27,1,1,1
Chr5,10541158,-,4.54,1,1,1
Chr5,10542895,+,3.35,0.728,0.613,0.841
Chr5,10556174,+,3.68,0.968,0.746,1
Chr5,10558502,+,5.17,0.965,0.791,0.984
Chr5,10564924,+,3.64,1,0.759,1
Chr5,10566159,-,3.29,1,0.899,1
Chr5,10567021,-,3.32,1,0.761,1
Chr5,10567196,+,4.03,0.968,0.723,0.995
Chr5,10577970,-,5.9,0.22,0.071,0.359
Chr5,10578659,+,2.53,0.784,0.64,0.915
Chr5,10579160,-,3.53,1,0.787,1
Chr5,10582598,+,6.43,1,0.951,1
Chr5,10586173,-,3.17,0.996,0.77,1
Chr5,10586703,+,3.92,0.965,0.765,1
Chr5,10586803,+,2.59,1,0.794,1
Chr5,10587073,-,1.72,0.575,0.429,0.706
Chr5,10589766,+,3.16,0.995,0.759,1
Chr5,10589980,-,3.98,0.975,0.806,1
Chr5,10592819,+,5.67,0.999,0.977,1
Chr5,10596549,+,4.07,1,0.752,1
Chr5,10598123,-,2.1,0.721,0.558,0.852
Chr5,10600428,-,4.64,1,1,1
Chr5,10606587,+,2.82,0.996,0.797,1
Chr5,10606799,-,3.32,0.996,0.731,0.999
Chr5,10607570,-,4.85,1,0.934,1
Chr5,10615170,-,4.4,1,1,1
Chr5,10617820,+,5.46,1,0.951,1
Chr5,10618327,+,4.3,1,0.874,1
Chr5,10618777,+,4.79,0.992,0.86,1
Chr5,10622453,-,2.58,0.956,0.72,0.995
Chr5,10623858,+,3.52,1,0.747,1
Chr5,10623867,-,3.52,1,0.839,1
Chr5,10625777,-,5.17,1,1,1
Chr5,10629960,+,6.12,0.991,0.939,1
Chr5,10642772,+,6.16,0.926,0.736,1
Chr5,10645855,+,3.64,1,0.833,1
Chr5,10651055,-,5.17,0.986,0.827,1
Chr5,10655521,-,4.21,0.952,0.718,1
Chr5,10686253,+,2.96,0.999,0.968,1
Chr5,10687382,-,3.32,1,0.792,1
Chr5,10690217,-,5.08,1,0.937,1
Chr5,10693241,-,3.88,1,1,1
Chr5,10693699,-,4.15,1,0.804,1
Chr5,10706532,-,3.81,0.947,0.742,1
Chr5,10708349,+,2.73,1,0.803,1
Chr5,10708355,+,3.29,1,0.805,1
Chr5,10708359,+,3.54,0.953,0.717,1
Chr5,10708373,+,3.54,0.971,0.747,1
Chr5,10708375,+,4.26,1,0.763,1
Chr5,10708379,+,4.18,1,0.755,1
Chr5,10708381,+,3.63,0.968,0.713,1
Chr5,10708393,+,3.58,1,0.817,1
Chr5,10708395,+,3.66,1,0.775,1
Chr5,10708423,+,3.37,0.931,0.711,1
Chr5,10708433,+,3.29,0.951,0.719,1
Chr5,10708435,+,3.44,0.952,0.745,1
Chr5,10708476,+,5.46,1,0.779,1
Chr5,10708612,+,4.54,0.962,0.753,1
Chr5,10713084,+,1.97,0.93,0.711,1
Chr5,10713248,+,2.54,1,0.76,1
Chr5,10714908,+,5.66,1,0.956,1
Chr5,10732518,-,2.79,1,1,1
Chr5,10738825,-,7.11,0.95,0.711,1
Chr5,10739717,+,4.18,1,0.831,1
Chr5,10739722,-,3.93,1,0.955,1
Chr5,10743673,+,5.38,1,0.955,1
Chr5,10744753,-,4.54,0.985,0.784,1
Chr5,10748567,+,3.27,1,0.737,1
Chr5,10751481,+,4.65,1,0.861,1
Chr5,10760198,-,3.74,0.992,0.804,0.996
Chr5,10762438,-,7.03,1,0.888,1
Chr5,10766381,+,12.1,0.969,0.884,0.974
Chr5,10767413,+,3.58,0.922,0.713,1
Chr5,10768571,-,5.31,1,1,1
Chr5,10771220,-,2.68,0.988,0.936,0.997
Chr5,10775889,-,6.36,0.996,0.992,1
Chr5,10776122,-,5.23,1,0.852,1
Chr5,10776422,-,2.79,0.978,0.709,1
Chr5,10778289,-,4.59,1,1,1
Chr5,10778942,+,3.56,0.985,0.74,1
Chr5,10783423,+,4.88,1,0.993,1
Chr5,10815125,-,5.33,0.978,0.973,0.99
Chr5,10817709,-,6.69,1,0.886,1
Chr5,10818892,+,2.44,1,0.78,1
Chr5,10819176,+,4.16,0.96,0.788,1
Chr5,10819661,-,6.33,1,0.815,1
Chr5,10820450,+,3.03,0.981,0.722,1
Chr5,10825470,+,3.4,1,0.738,1
Chr5,10828620,+,3.6,1,0.807,1
Chr5,10830543,-,3.52,0.896,0.72,1
Chr5,10831923,+,3.53,0.994,0.713,1
Chr5,10833539,-,3.7,0.944,0.73,1
Chr5,10837888,-,3.21,0.997,0.904,1
Chr5,10843765,+,3.72,1,0.732,1
Chr5,10855091,-,3.4,1,0.711,1
Chr5,10858330,+,2.72,1,1,1
Chr5,10859322,+,4.59,1,0.847,1
Chr5,10865894,+,1.85,0.716,0.584,0.821
Chr5,10869809,+,1.71,0.53,0.401,0.656
Chr5,10870306,+,4.58,0.951,0.819,0.974
Chr5,10870818,+,3.33,0.97,0.967,0.975
Chr5,10871580,+,1.87,0.209,0.105,0.315
Chr5,10871974,+,1.47,0.16,0.068,0.303
Chr5,10874528,+,4.35,1,0.839,1
Chr5,10876312,+,4.27,0.948,0.731,1
Chr5,10879318,+,4.45,0.919,0.724,1
Chr5,10886394,+,2.6,1,1,1
Chr5,10888033,+,4.86,0.998,0.996,1
Chr5,10900710,+,4.77,0.992,0.749,1
Chr5,10935894,+,3.34,1,0.979,1
Chr5,10936234,-,5.69,1,0.802,1
Chr5,10939767,+,3.75,1,0.807,1
Chr5,10940602,-,5.5,0.999,0.779,1
Chr5,10947008,-,4.49,1,0.876,1
Chr5,10956928,-,3.54,0.996,0.995,1
Chr5,10962105,+,2.06,0.483,0.355,0.63
Chr5,10962270,-,3.88,1,0.9,1
Chr5,10962415,-,3.82,1,0.784,1
Chr5,10962609,-,4.39,1,1,1
Chr5,10962954,-,1.74,0.141,0,0.258
Chr5,10964459,+,2.34,0.288,0.138,0.429
Chr5,10964729,-,1.75,0.593,0.478,0.723
Chr5,10965160,-,5.31,0.891,0.703,0.995
Chr5,10967275,+,1.74,0.167,0.035,0.295
Chr5,10968672,-,1.73,0.311,0.164,0.427
Chr5,10969809,+,6.11,0.998,0.98,1
Chr5,10970290,+,3.99,0.917,0.732,0.998
Chr5,10970457,+,4.34,0.939,0.788,1
Chr5,10970600,-,2.36,0.772,0.623,0.914
Chr5,10970941,-,2.04,0.285,0.134,0.411
Chr5,10971808,-,1.59,0.46,0.285,0.552
Chr5,10972289,-,2.49,0.999,0.808,1
Chr5,10974035,-,3.2,0.938,0.728,1
Chr5,10974416,+,2.81,0.986,0.807,1
Chr5,10974593,-,1.98,0.356,0.204,0.502
Chr5,10974600,-,3.89,0.863,0.703,0.986
Chr5,10975708,-,1.51,0.713,0.621,0.828
Chr5,10976558,-,4.18,1,0.997,1
Chr5,10977432,-,2.47,0.221,0.086,0.35
Chr5,10982684,+,5.26,0.991,0.855,1
Chr5,10985469,-,2.47,0.979,0.962,0.995
Chr5,10991829,+,8.03,1,0.893,1
Chr5,10992202,-,4.32,0.945,0.757,0.99
Chr5,10994651,+,3.26,1,0.817,1
Chr5,10995160,-,3.39,1,0.844,1
Chr5,11001716,+,2.3,0.962,0.729,1
Chr5,11001787,+,4.38,0.98,0.71,1
Chr5,11002585,-,4.67,0.95,0.705,0.995
Chr5,11012921,-,1.51,0.149,0,0.282
Chr5,11013156,-,7.3,1,1,1
Chr5,11016491,+,4.56,1,0.797,1
Chr5,11020653,-,2.82,1,0.802,1
Chr5,11026551,+,7.51,1,0.837,1
Chr5,11031296,-,4.03,1,0.856,1
Chr5,11046150,+,2.81,0.994,0.753,1
Chr5,11046411,-,5.53,1,0.831,1
Chr5,11047533,+,4.23,1,0.994,1
Chr5,11047655,-,6.25,1,0.923,1
Chr5,11055774,-,2.31,1,0.702,1
Chr5,11056831,-,6.93,1,1,1
Chr5,11070575,+,3.98,1,1,1
Chr5,11071481,+,7.1,1,0.919,1
Chr5,11071672,+,3.86,0.998,0.84,1
Chr5,11071714,+,6.17,1,0.903,1
Chr5,11073637,+,4.22,1,0.918,1
Chr5,11073646,+,2.74,0.986,0.71,1
Chr5,11073661,+,3.29,0.996,0.985,1
Chr5,11076326,+,5.67,1,1,1
Chr5,11076571,+,4.1,0.933,0.709,1
Chr5,11083881,+,2.86,1,1,1
Chr5,11088220,+,5.88,1,0.872,1
Chr5,11090632,+,8.02,0.975,0.761,1
Chr5,11093576,+,4.58,1,0.917,1
Chr5,11093580,+,3.91,0.997,0.988,1
Chr5,11094760,-,7.18,1,0.751,1
Chr5,11094966,-,7.3,1,0.819,1
Chr5,11097561,+,3.64,1,0.896,1
Chr5,11103990,-,5.53,1,0.898,1
Chr5,11104323,-,2.97,1,0.919,1
Chr5,11107452,-,7.91,0.999,0.881,1
Chr5,11109527,+,4.13,0.996,0.815,1
Chr5,11109633,+,2.19,1,1,1
Chr5,11109870,+,2.75,1,0.841,1
Chr5,11115529,-,2.55,1,0.811,1
Chr5,11116499,+,2.79,0.998,0.768,1
Chr5,11117226,-,2.83,0.994,0.741,0.998
Chr5,11119222,-,9.07,1,0.946,1
Chr5,11120943,-,4.2,1,0.889,1
Chr5,11127498,+,3.61,0.985,0.795,1
Chr5,11127723,+,6.9,1,0.94,1
Chr5,11128332,+,4.37,1,0.853,1
Chr5,11131194,-,4.3,1,0.847,1
Chr5,11137833,+,3.81,1,0.743,1
Chr5,11139899,-,6.78,1,0.911,1
Chr5,11142319,-,5.26,0.989,0.973,1
Chr5,11142726,-,7.23,1,0.736,1
Chr5,11149278,+,3.94,1,0.912,1
Chr5,11150207,+,8.41,0.99,0.908,1
Chr5,11152034,+,6.3,0.996,0.745,1
Chr5,11153866,+,1.92,0.792,0.712,0.926
Chr5,11154339,-,6.01,0.998,0.982,1
Chr5,11155140,-,3.46,1,0.795,1
Chr5,11157962,+,6.75,1,0.85,1
Chr5,11158360,-,3.59,0.994,0.741,0.998
Chr5,11159018,-,7.77,1,0.951,1
Chr5,11161190,+,4.27,0.996,0.708,1
Chr5,11162761,+,9.86,0.978,0.944,1
Chr5,11163893,+,2.76,1,0.779,1
Chr5,11166322,-,4.93,0.994,0.846,1
Chr5,11168710,+,3.38,1,0.863,1
Chr5,11169238,+,4.72,0.986,0.804,1
Chr5,11173138,+,5.15,1,1,1
Chr5,11173147,-,5.31,1,0.917,1
Chr5,11177534,+,3.91,0.956,0.954,0.967
Chr5,11178873,-,2.47,1,0.748,1
Chr5,11180083,+,4.99,0.998,0.998,1
Chr5,11181093,-,4.81,1,0.84,1
Chr5,11181319,-,3.83,1,0.786,1
Chr5,11181343,-,5.24,1,1,1
Chr5,11184709,-,2.33,0.26,0.161,0.354
Chr5,11185039,+,2.1,0.314,0.225,0.398
Chr5,11185090,+,1.73,0.226,0.145,0.333
Chr5,11185180,+,1.91,0.329,0.249,0.416
Chr5,11185181,-,1.45,0.086,0.035,0.152
Chr5,11185242,+,1.68,0.355,0.276,0.439
Chr5,11185340,+,2.26,0.345,0.269,0.424
Chr5,11185541,+,2.13,0.335,0.27,0.402
Chr5,11185592,+,1.68,0.238,0.169,0.3
Chr5,11185682,+,1.78,0.277,0.215,0.339
Chr5,11185756,+,1.64,0.176,0.125,0.228
Chr5,11185900,+,1.48,0.683,0.667,0.698
Chr5,11185915,-,1.46,0.27,0.203,0.344
Chr5,11186043,+,2.34,0.401,0.341,0.46
Chr5,11186094,+,1.79,0.272,0.211,0.342
Chr5,11186184,+,1.73,0.265,0.21,0.324
Chr5,11186402,+,1.63,0.637,0.618,0.657
Chr5,11186545,+,2.1,0.371,0.305,0.438
Chr5,11186686,+,1.66,0.231,0.173,0.289
Chr5,11186905,+,1.58,0.634,0.612,0.656
Chr5,11187048,+,2.04,0.327,0.265,0.394
Chr5,11187099,+,1.63,0.225,0.167,0.293
Chr5,11187189,+,1.84,0.305,0.245,0.371
Chr5,11187550,+,2.11,0.346,0.281,0.411
Chr5,11187691,+,1.87,0.319,0.249,0.393
Chr5,11187909,+,1.6,0.63,0.608,0.655
Chr5,11188054,+,2.18,0.359,0.294,0.438
Chr5,11188195,+,1.76,0.269,0.199,0.339
Chr5,11188556,+,2.38,0.405,0.307,0.494
Chr5,11188594,+,1.86,0.227,0.164,0.3
Chr5,11188915,+,2.03,0.581,0.463,0.644
Chr5,11208558,-,4.66,0.997,0.716,1
Chr5,11213536,-,4.02,0.969,0.751,0.997
Chr5,11215102,-,3.68,0.986,0.783,1
Chr5,11215434,+,3.93,0.97,0.767,1
Chr5,11216754,+,3.57,1,0.956,1
Chr5,11232920,-,4.6,0.978,0.742,1
Chr5,11235647,-,5.31,0.983,0.942,0.996
Chr5,11249756,-,6.11,1,0.857,1
Chr5,11251185,-,4.46,1,0.85,1
Chr5,11251833,-,5.39,1,0.983,1
Chr5,11262132,+,4.36,1,0.856,1
Chr5,11265372,+,4.1,1,0.728,1
Chr5,11271520,+,10,1,0.95,1
Chr5,11276990,-,2.88,1,1,1
Chr5,11281961,+,6.32,0.918,0.729,1
Chr5,11281980,+,5.62,0.987,0.733,1
Chr5,11285879,-,5.32,1,0.923,1
Chr5,11290136,-,3.23,0.983,0.715,1
Chr5,11292707,-,3.56,1,0.827,1
Chr5,11294001,-,3.17,1,0.747,1
Chr5,11299571,+,3.65,1,1,1
Chr5,11299769,+,1.9,0.723,0.609,0.82
Chr5,11300958,+,4.23,1,0.732,1
Chr5,11302702,+,3.25,0.936,0.713,1
Chr5,11304753,+,4.28,1,0.839,1
Chr5,11305584,-,2.06,1,1,1
Chr5,11308971,+,3.57,1,0.818,1
Chr5,11309953,+,4.15,0.94,0.71,1
Chr5,11311366,+,3.63,1,1,1
Chr5,11315998,+,3.74,1,0.925,1
Chr5,11316830,+,3.93,1,1,1
Chr5,11338822,+,4.62,0.976,0.934,1
Chr5,11341302,-,7.95,0.988,0.781,0.992
Chr5,11341999,-,4.1,1,0.713,1
Chr5,11342114,+,3.78,0.955,0.728,1
Chr5,11344468,-,4.31,1,0.755,1
Chr5,11345535,+,3.53,1,1,1
Chr5,11346082,+,3.81,1,0.768,1
Chr5,11349042,-,4.37,1,1,1
Chr5,11350073,-,3.45,1,0.802,1
Chr5,11352504,-,5.26,1,1,1
Chr5,11354183,+,3.64,0.973,0.901,1
Chr5,11355555,-,5.85,1,0.939,1
Chr5,11363828,-,3.15,1,1,1
Chr5,11364297,+,4.28,1,1,1
Chr5,11367928,-,3.76,1,0.784,1
Chr5,11369083,-,1.98,0.356,0.18,0.462
Chr5,11369353,-,2.84,1,0.856,1
Chr5,11370801,-,3.91,1,0.798,1
Chr5,11372074,-,4.04,1,0.843,1
Chr5,11372140,-,4.49,1,0.752,1
Chr5,11372254,+,2.5,0.988,0.936,0.996
Chr5,11387639,+,3.64,0.998,0.874,1
Chr5,11387946,+,8.92,1,1,1
Chr5,11388489,+,2.7,0.937,0.703,1
Chr5,11388763,+,3.79,0.962,0.727,1
Chr5,11389885,-,3.12,0.976,0.723,1
Chr5,11391203,-,3.11,1,0.858,1
Chr5,11391654,-,7.67,1,0.759,1
Chr5,11391773,-,5.79,1,0.862,1
Chr5,11392508,+,5.78,1,0.843,1
Chr5,11399691,-,3.86,0.989,0.775,0.993
Chr5,11399730,+,2.36,1,0.776,1
Chr5,11402950,-,5.26,0.985,0.963,0.994
Chr5,11403218,+,4.74,1,0.737,1
Chr5,11409693,-,6.48,1,0.954,1
Chr5,11417133,+,6.18,0.983,0.976,1
Chr5,11417137,+,5.15,1,0.833,1
Chr5,11417142,-,9.78,1,1,1
Chr5,11450759,+,3.55,0.984,0.722,1
Chr5,11477787,-,3.64,1,1,1
Chr5,11521383,-,2.91,1,0.864,1
Chr5,11524315,-,1.86,0.823,0.785,0.859
Chr5,11526790,+,4.59,1,0.726,1
Chr5,11527343,+,4.69,0.996,0.941,1
Chr5,11528065,-,3.75,0.95,0.713,1
Chr5,11528869,+,4.15,1,0.719,1
Chr5,11529425,-,3.28,0.978,0.721,1
Chr5,11532239,+,4.27,1,0.9,1
Chr5,11537805,+,5.54,1,1,1
Chr5,11545723,+,2.73,0.925,0.704,1
Chr5,11549316,-,3.82,1,0.822,1
Chr5,11550660,-,5.88,0.991,0.912,1
Chr5,11553631,+,2.44,1,0.933,1
Chr5,11554324,+,3.79,1,0.807,1
Chr5,11569432,+,3.18,1,0.754,1
Chr5,11569550,+,3.63,1,0.814,1
Chr5,11570988,-,4.6,1,0.754,1
Chr5,11573386,+,3.74,1,0.71,1
Chr5,11576078,-,5.89,1,0.954,1
Chr5,11576209,+,5.38,1,0.808,1
Chr5,11576384,-,7.73,1,1,1
Chr5,11587329,-,2.88,1,0.709,1
Chr5,11588978,+,3,1,0.75,1
Chr5,11589260,-,1.87,0.537,0.415,0.679
Chr5,11590684,-,2.96,0.995,0.994,1
Chr5,11636353,+,2.68,1,0.841,1
Chr5,11637776,-,2.96,0.997,0.96,1
Chr5,11641467,+,3.26,1,1,1
Chr5,11642272,-,3.53,0.978,0.73,1
Chr5,11644803,-,3.22,0.997,0.714,1
Chr5,11646654,+,7,1,1,1
Chr5,11646699,+,6.76,1,1,1
Chr5,11650999,-,3.2,1,0.766,1
Chr5,11662780,-,10.09,1,0.758,1
Chr5,11701564,-,1.94,0.282,0.154,0.411
Chr5,11701619,-,1.99,0.329,0.24,0.422
Chr5,11701790,+,1.49,0.183,0.118,0.253
Chr5,11701796,-,1.98,0.305,0.241,0.371
Chr5,11701963,-,1.36,0.18,0.117,0.246
Chr5,11702152,-,1.79,0.257,0.2,0.304
Chr5,11702317,-,1.33,0.068,0.032,0.109
Chr5,11702476,+,1.54,0.205,0.158,0.266
Chr5,11702693,-,1.32,0.102,0.069,0.134
Chr5,11702871,-,1.3,0.083,0.057,0.116
Chr5,11703028,+,2.43,0.483,0.409,0.548
Chr5,11703368,-,1.72,0.294,0.266,0.324
Chr5,11703394,-,1.25,0.051,0.031,0.072
Chr5,11703452,+,1.51,0.116,0.086,0.15
Chr5,11703536,+,1.3,0.49,0.478,0.508
Chr5,11703572,-,1.33,0.085,0.059,0.115
Chr5,11703750,-,1.3,0.106,0.074,0.136
Chr5,11703805,+,2.14,0.371,0.312,0.423
Chr5,11704603,-,1.75,0.243,0.219,0.269
Chr5,11704786,+,2.78,0.41,0.354,0.472
Chr5,11704960,+,1.44,0.193,0.15,0.247
Chr5,11704966,-,1.87,0.317,0.274,0.357
Chr5,11705210,+,1.49,0.095,0.072,0.122
Chr5,11705294,+,1.47,0.268,0.237,0.303
Chr5,11705854,-,1.67,0.249,0.208,0.291
Chr5,11706357,+,1.66,0.185,0.154,0.217
Chr5,11706538,+,1.37,0.458,0.451,0.469
Chr5,11706744,-,1.79,0.292,0.248,0.335
Chr5,11707271,+,1.3,0.075,0.034,0.115
Chr5,11707275,+,2.54,0.141,0.114,0.171
Chr5,11707798,+,2.72,0.409,0.354,0.46
Chr5,11707978,-,1.69,0.253,0.21,0.296
Chr5,11708222,+,1.52,0.105,0.081,0.129
Chr5,11708328,+,1.38,0.148,0.118,0.179
Chr5,11708334,-,1.79,0.283,0.243,0.332
Chr5,11708499,+,2.8,0.442,0.401,0.49
Chr5,11709007,+,1.52,0.278,0.245,0.311
Chr5,11709029,+,1.41,0.156,0.124,0.189
Chr5,11709035,-,1.76,0.273,0.225,0.324
Chr5,11709359,+,1.63,0.196,0.161,0.234
Chr5,11709362,+,1.94,0.269,0.227,0.314
Chr5,11709449,+,1.24,0.169,0.102,0.235
Chr5,11709567,-,1.86,0.315,0.258,0.369
Chr5,11709982,+,1.33,0.161,0.095,0.228
Chr5,11710589,+,1.29,0.141,0.101,0.183
Chr5,11710769,+,1.42,0.171,0.128,0.216
Chr5,11710783,-,1.3,0.108,0.068,0.151
Chr5,11711012,+,1.25,0.317,0.214,0.42
Chr5,11711302,+,1.52,0.201,0.157,0.249
Chr5,11711308,-,1.84,0.303,0.237,0.37
Chr5,11711633,+,1.65,0.186,0.136,0.239
Chr5,11711636,+,1.97,0.231,0.173,0.298
Chr5,11711641,+,1.48,0.065,0.029,0.098
Chr5,11726126,-,1.91,0.24,0.16,0.323
